antecedents,consequents,ant_unit,con_unit,support,confidence,lift,metric,antecedent support,consequent support,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
1040,6432,9630806627.0,9811363528.0,0.999154354273141,0.999154354273141,0.999154354273141,cosine,,,,,,,,,
3169,766,1841014603.0,9811363528.0,0.9991460692305235,0.9991460692305235,0.9991460692305235,cosine,,,,,,,,,
3677,1152,9628223555.0,9630806627.0,0.9991366997727892,0.9991366997727892,0.9991366997727892,cosine,,,,,,,,,
4613,1243,9628223555.0,9630806627.0,0.999114038653247,0.999114038653247,0.999114038653247,cosine,,,,,,,,,
909,3951,9628223555.0,9811363528.0,0.9990962010570726,0.9990962010570726,0.9990962010570726,cosine,,,,,,,,,
648,6,2874903000.0,9628223555.0,0.9990812534138527,0.9990812534138527,0.9990812534138527,cosine,,,,,,,,,
3104,6154,9630806627.0,9630806627.0,0.999047332262788,0.999047332262788,0.999047332262788,cosine,,,,,,,,,
190,2964,9628223555.0,9811363528.0,0.9990472659626953,0.9990472659626953,0.9990472659626953,cosine,,,,,,,,,
33,3064,9628223555.0,9628223555.0,0.9990451702405334,0.9990451702405334,0.9990451702405334,cosine,,,,,,,,,
725,1131,9811363528.0,9811363528.0,0.9990296540081975,0.9990296540081975,0.9990296540081975,cosine,,,,,,,,,
4935,6366,9628223555.0,9628223555.0,0.9990255380651141,0.9990255380651141,0.9990255380651141,cosine,,,,,,,,,
2123,1812,1841014603.0,2874903000.0,0.9990140615658097,0.9990140615658097,0.9990140615658097,cosine,,,,,,,,,
1610,2019,9811363528.0,9811363528.0,0.9990111953116173,0.9990111953116173,0.9990111953116173,cosine,,,,,,,,,
735,1265,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1265,735,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1265,5501,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,1265,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
735,1437,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,735,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,5501,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
5501,1437,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
6250,1437,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,6250,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,4158,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
4158,1437,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,4807,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
4807,1437,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
3082,1437,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,3082,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2997,1437,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,2997,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2019,1437,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,2019,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1437,1575,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1575,1437,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
735,1575,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1575,735,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1575,5501,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
5501,1575,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
6250,1575,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1575,6250,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
4158,1575,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1575,4158,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1575,4807,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
4807,1575,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
3082,1575,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1575,3082,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2997,1575,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1575,2997,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2019,1575,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
1575,2019,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
735,2019,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2019,735,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2019,5501,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
5501,2019,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
6250,2019,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2019,6250,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2019,4158,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
4158,2019,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2019,4807,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
4807,2019,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
3082,2019,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
2019,3082,,,0.14285714285714285,1.0,7.0,fp_growth,0.14285714285714285,0.14285714285714285,1.0,0.12244897959183673,inf,1.0,1.0,1.0,1.0
